event_id,name_clean,url,starts_at,start_year,start_month,start_dow,start_hour,season,is_weekend,holiday,category,city,price,is_free,ad_budget,capacity,lead_days,registrations,participants
1660952,Есть ли у России особый путь?,https://russia-vsz.timepad.ru/event/1660952/,2021-05-30T17:30:00+0300,2021,5,6,14,spring,1,0,Наука,Москва,200,0,8026,117,27,89,75
1660995,Стендап на деньги,https://standupclub1.timepad.ru/event/1660995/,2021-05-30T22:30:00+0300,2021,5,6,19,spring,1,0,Вечеринки,Другие,650,0,9542,86,17,71,62
1661002,ГЕНЕРАЛЬНЫЙ ПРОГОН. ФОРТЕПИАНО,https://bashmetcenter.timepad.ru/event/1661002/,2021-05-29T17:00:00+0300,2021,5,5,14,spring,1,0,Концерты,Другие,0,1,31052,227,32,318,184
1661013,"Математика с Диной Василовой. Интенсив ""Всё про уравнения"". 5 занятий. 5-6 класс.",https://goldfondkik.timepad.ru/event/1661013/,2021-04-02T10:00:00+0300,2021,4,4,7,spring,0,0,Искусство и культура,Москва,0,1,25893,129,9,148,92
1661020,"Бетховен. 30.05: Сонаты для скрипки и фортепиано. Александр Данилевский (скрипка), Ольга Данилевская (фортепиано)",https://pechatnikov17.timepad.ru/event/1661020/,2021-05-30T19:00:00+0300,2021,5,6,16,spring,1,0,Концерты,Санкт-Петербург,1300,0,31299,252,32,252,201
1661036,Физика 5-6 класс с Диной Василовой. Изучаем ядерные реакции. 5 занятий.,https://goldfondkik.timepad.ru/event/1661036/,2021-04-02T10:00:00+0300,2021,4,4,7,spring,0,0,Искусство и культура,Омск,300,0,14040,57,45,56,50
1661045,"Физический кружок ""Физика без формул"" с Галиной Туркиной. Возраст 8+. Циклы 2-3. 10-17 лекции",https://goldfondkik.timepad.ru/event/1661045/,2020-05-28T10:00:00+0300,2020,5,3,7,spring,0,0,Наука,Санкт-Петербург,0,1,6065,54,70,69,45
1661075,Заседание Общества изучения русской усадьбы (ОИРУ),https://obshchestvo-izuchen-event.timepad.ru/event/1661075/,2021-05-31T18:15:00+0300,2021,5,0,15,spring,0,0,Искусство и культура,Москва,0,1,13631,109,15,142,82
1661141,Воскресная проверка материала .INTRO,https://intro-event.timepad.ru/event/1661141/,2021-05-30T20:00:00+0300,2021,5,6,17,spring,1,0,Концерты,Москва,1450,0,31792,250,57,246,211
1661142,Открытый микрофон от .INTRO,https://intro-event.timepad.ru/event/1661142/,2021-05-31T20:00:00+0300,2021,5,0,17,spring,0,0,Концерты,Санкт-Петербург,950,0,27595,196,59,155,123
1661152,Открытый микрофон,https://stand-up-perm.timepad.ru/event/1661152/,2021-05-31T20:00:00+0300,2021,5,0,17,spring,0,0,Хобби и творчество,Омск,600,0,2255,10,31,10,9
1661264,StandUp Вечер,https://do-standup.timepad.ru/event/1661264/,2021-05-30T20:00:00+0300,2021,5,6,17,spring,1,0,Вечеринки,Новосибирск,600,0,7371,87,32,71,59
1661279,Детский мастер класс по росписи футболок,https://institut-nepreryvno-event.timepad.ru/event/1661279/,2021-06-01T12:30:00+0300,2021,6,1,9,summer,0,0,Для детей,Москва,650,0,3520,28,20,21,18
1661288,Кинопоказ,https://dvor-event.timepad.ru/event/1661288/,2021-05-30T18:00:00+0300,2021,5,6,15,spring,1,0,Кино,Казань,250,0,8099,60,46,59,49
1661328,Вечерний Stand-Up!,https://subfield-bar.timepad.ru/event/1661328/,2021-05-29T18:00:00+0300,2021,5,5,15,spring,1,0,Концерты,Санкт-Петербург,0,1,33992,434,58,469,289
1661364,Детская конференция ХимБио,https://institut-nepreryvno-event.timepad.ru/event/1661364/,2021-06-01T11:00:00+0300,2021,6,1,8,summer,0,0,Для детей,Москва,0,1,4292,30,27,26,20
1661372,"Углубленная физика с Галиной Туркиной. Курс ""Вся программа 8 класса. Подготовка к ОГЭ"" . Цикл 3. 6 занятий",https://goldfondkik.timepad.ru/event/1661372/,2020-05-28T10:00:00+0300,2020,5,3,7,spring,0,0,Наука,Другие,0,1,7367,48,36,59,37
1661427,Вечерний Stand-Up!,https://subfield-bar.timepad.ru/event/1661427/,2021-05-29T21:00:00+0300,2021,5,5,18,spring,1,0,Концерты,Санкт-Петербург,1700,0,22394,322,37,249,221
1661448,"Курс Алексея Возняка ""Рельеф. Путешествие вглубь картинки"" 5 занятий. Возраст 12+",https://goldfondkik.timepad.ru/event/1661448/,2021-04-08T10:48:00+0300,2021,4,3,7,spring,0,0,Наука,Екатеринбург,150,0,9841,56,22,43,39
1661453,ГЕНЕРАЛЬНЫЙ ПРОГОН. СКРИПКА. АЛЬТ.,https://bashmetcenter.timepad.ru/event/1661453/,2021-05-31T19:00:00+0300,2021,5,0,16,spring,0,0,Концерты,Другие,0,1,15914,142,50,133,98
1661454,"интерактивное занятие ""Я имею право быть ребенком"" 3+",https://pr-cbs.timepad.ru/event/1661454/,2021-06-01T12:00:00+0300,2021,6,1,9,summer,0,0,Для детей,Екатеринбург,550,0,2699,12,21,13,11
1661475,"Курс Николая Шипигузова ""Мотивирующая география"".  Часть 2. 5 лекций. Возраст 8+",https://goldfondkik.timepad.ru/event/1661475/,2020-05-28T10:00:00+0300,2020,5,3,7,spring,0,0,Искусство и культура,Новосибирск,300,0,13894,69,18,58,54
1661502,История Древнего мира с Алексеем Дыбовским. Часть 7. Древний Рим. 8 занятий. Возраст 8+,https://goldfondkik.timepad.ru/event/1661502/,2021-03-01T10:00:00+0300,2021,3,0,7,spring,0,0,Искусство и культура,Москва,0,1,14513,94,24,128,73
1661563,Природоведение с Еленой Кирилишиной. Часть 4. Биологический блок. Животные. Беспозвоночные. 7+  10 занятий,https://goldfondkik.timepad.ru/event/1661563/,2021-01-25T10:38:00+0300,2021,1,0,7,winter,0,0,Наука,Москва,0,1,6854,82,49,80,60
1661569,"Курс Александра Музафарова ""Неизвестная Великая Отечественная Война"". 11 лекций. Возраст 12+",https://goldfondkik.timepad.ru/event/1661569/,2020-05-28T10:00:00+0300,2020,5,3,7,spring,0,0,Искусство и культура,Москва,450,0,18168,108,61,91,72
1661574,"Биология с Кристиной Ворониной ""Симбиоз: от паразитизма к дружбе"". 5 лекций. Возраст 10+",https://goldfondkik.timepad.ru/event/1661574/,2021-04-08T10:48:00+0300,2021,4,3,7,spring,0,0,Наука,Другие,100,0,4063,36,34,33,29
1661577,"Курс Максима Парнаха ""Китайская живопись У-СИН"". 16 занятий.  Возраст 8+",https://goldfondkik.timepad.ru/event/1661577/,2021-04-08T10:48:00+0300,2021,4,3,7,spring,0,0,Наука,Другие,0,1,4322,43,9,47,30
1661582,"Математика с Диной Василовой. Интенсив ""Эти Ужасные Дроби"". 5 занятий. 5-6 класс",https://goldfondkik.timepad.ru/event/1661582/,2021-04-02T10:00:00+0300,2021,4,4,7,spring,0,0,Искусство и культура,Москва,400,0,24347,144,48,119,94
1661602,"Курс Александра Каширского ""Жизнь животных"". Часть 3. 10 лекций. Возраст 6+",https://goldfondkik.timepad.ru/event/1661602/,2021-04-05T10:00:00+0300,2021,4,0,7,spring,0,0,Искусство и культура,Москва,500,0,14678,73,24,79,63
1661654,Большая песочница в Полюстрово,https://krgvard.timepad.ru/event/1661654/,2021-06-01T10:45:00+0300,2021,6,1,7,summer,0,0,Для детей,Санкт-Петербург,600,0,5622,18,27,18,15
1661701,"Выставка кошек ""КоШарики Шоу!""",https://koshariki.timepad.ru/event/1661701/,2021-05-29T11:00:00+0300,2021,5,5,8,spring,1,0,Выставки,Новосибирск,250,0,17097,114,72,117,93
1661743,Вебинар  ”Секретные мышцы: такого мама не расскажет”,https://sekret.timepad.ru/event/1661743/,2021-05-31T19:00:00+0300,2021,5,0,16,spring,0,0,Красота и здоровье,Омск,350,0,2155,24,32,19,17
1661754,Серия вебинаров по ЖКТ (летняя распродажа),https://acad-mie-vie-exclusive.timepad.ru/event/1661754/,2021-06-01T07:00:00+0300,2021,6,1,4,summer,0,0,Красота и здоровье,Другие,350,0,4435,14,18,14,11
1661757,"Серия вебинаров «Все о пищевой зависимости, гормонах счастья и кандидозе» (летняя распродажа)",https://acad-mie-vie-exclusive.timepad.ru/event/1661757/,2021-06-01T07:00:00+0300,2021,6,1,4,summer,0,0,Красота и здоровье,Другие,250,0,2961,12,13,11,9
1661758,Серия вебинаров по Генетике (летняя распродажа),https://acad-mie-vie-exclusive.timepad.ru/event/1661758/,2021-06-01T07:00:00+0300,2021,6,1,4,summer,0,0,Красота и здоровье,Москва,700,0,4070,27,13,24,21
1661759,Серия вебинаров по Эндокринной системе (летняя распродажа),https://acad-mie-vie-exclusive.timepad.ru/event/1661759/,2021-06-01T07:00:00+0300,2021,6,1,4,summer,0,0,Красота и здоровье,Омск,300,0,4910,16,55,14,12
1661761,Серия вебинаров по Женскому здоровью (летняя распродажа),https://acad-mie-vie-exclusive.timepad.ru/event/1661761/,2021-06-01T07:00:00+0300,2021,6,1,4,summer,0,0,Красота и здоровье,Екатеринбург,400,0,2909,16,72,12,11
1661765,"Серия вебинаров «Гипертония» «Ненасыщенные жирные кислоты», «Митохондриальное здоровье» (летняя распродажа)",https://acad-mie-vie-exclusive.timepad.ru/event/1661765/,2021-06-01T07:00:00+0300,2021,6,1,4,summer,0,0,Красота и здоровье,Санкт-Петербург,500,0,6097,28,20,24,21
1661767,"Курс «Отличный иммунитет вход в мир живых», и вебинар «Витамин Д» (летняя распродажа)",https://acad-mie-vie-exclusive.timepad.ru/event/1661767/,2021-06-01T07:00:00+0300,2021,6,1,4,summer,0,0,Красота и здоровье,Другие,200,0,2328,18,27,14,13
1661771,"Умка и Новый состав, Китайский Летчик 31 мая, электричество",https://umkaband.timepad.ru/event/1661771/,2021-05-31T20:00:00+0300,2021,5,0,17,spring,0,0,Концерты,Москва,2000,0,18282,169,43,172,137
1661774,"Мини-курс ""Основы здоровья и крепкого иммунитета""  (летняя распродажа)",https://acad-mie-vie-exclusive.timepad.ru/event/1661774/,2021-06-01T06:00:00+0300,2021,6,1,3,summer,0,0,Красота и здоровье,Другие,200,0,4383,14,19,12,11
1661775,"КНИГИ РЕЦЕПТОВ (ДВА ТОМА ВМЕСТЕ, летняя распродажа)",https://acad-mie-vie-exclusive.timepad.ru/event/1661775/,2021-06-01T06:00:00+0300,2021,6,1,3,summer,0,0,Еда,Другие,0,1,2671,14,17,15,11
1661778,"Курс ""Детоксикация организма"" (летняя распродажа)",https://acad-mie-vie-exclusive.timepad.ru/event/1661778/,2021-06-01T07:00:00+0300,2021,6,1,4,summer,0,0,Красота и здоровье,Другие,200,0,4486,14,18,12,10
1661779,"Вебинар ""Анемия"" (летняя распродажа)",https://acad-mie-vie-exclusive.timepad.ru/event/1661779/,2021-06-01T06:00:00+0300,2021,6,1,3,summer,0,0,Красота и здоровье,Екатеринбург,0,1,5329,21,17,27,17
1661780,"Вебинар ""Аллергия"" (летняя распродажа)",https://acad-mie-vie-exclusive.timepad.ru/event/1661780/,2021-06-01T06:00:00+0300,2021,6,1,3,summer,0,0,Красота и здоровье,Санкт-Петербург,0,1,5237,34,19,38,22
1661812,МЕДВЕДЬ В ГОРОДЕ,https://detskaya-biblioteka-141.timepad.ru/event/1661812/,2021-06-01T15:00:00+0300,2021,6,1,12,summer,0,0,Для детей,Другие,250,0,2824,23,32,17,15
1661860,Музыкально-поэтический вечер,https://new-people-zamoskvorechye.timepad.ru/event/1661860/,2021-06-04T19:30:00+0300,2021,6,4,16,summer,0,0,Искусство и культура,Другие,300,0,6609,55,11,47,41
1661872,казино с выводом денег на карту,https://otzyvy-kazino.timepad.ru/event/1661872/,2021-05-31T10:51:00+0300,2021,5,0,7,spring,0,0,ИТ и интернет,Екатеринбург,0,1,3959,48,34,45,31
1662255,Лоскутное шитьё с Мариной Алёшиной,https://yutka.timepad.ru/event/1662255/,2021-06-01T16:00:00+0300,2021,6,1,13,summer,0,0,Хобби и творчество,Другие,0,1,2003,11,50,11,8
1662256,Уютный клуб на Таганке с Инной Медведевой.,https://yutka.timepad.ru/event/1662256/,2021-06-01T12:00:00+0300,2021,6,1,9,summer,0,0,Хобби и творчество,Москва,1050,0,4680,15,17,16,13
1662286,"""Островский. Пьесы""",https://masterskaya-sv-zhenovacha.timepad.ru/event/1662286/,2021-05-31T20:00:00+0300,2021,5,0,17,spring,0,0,Театры,Новосибирск,750,0,9846,91,32,76,66
1662371,Автоматизация бухгалтерии: как экономить? Митап ARDA №40,https://arda-online.timepad.ru/event/1662371/,2021-06-10T15:00:00+0300,2021,6,3,12,summer,0,0,ИТ и интернет,Другие,300,0,3781,31,34,25,21
1662375,31.05. ОТКРЫТАЯ ЛИГА. 1 игра ЛЕТНЕГО сезона. BRAUPLATZ,https://izhevsk-event.timepad.ru/event/1662375/,2021-05-31T19:30:00+0300,2021,5,0,16,spring,0,0,Интеллектуальные игры,Санкт-Петербург,400,0,4686,33,24,27,24
1662476,Театр жизни,https://simple-psychology.timepad.ru/event/1662476/,2021-05-29T12:00:00+0300,2021,5,5,9,spring,1,0,Психология и самопознание,Казань,800,0,5935,26,34,25,23
1662725,«Мой первый поход» парк Сокольники,https://homoeventus.timepad.ru/event/1662725/,2021-05-29T10:27:00+0300,2021,5,5,7,spring,1,0,Для детей,Другие,0,1,4094,36,27,45,30
1663041,Разговорный клуб: встреча для продвинутого уровня в Zoom — 1.06,https://instfin.timepad.ru/event/1663041/,2021-06-01T17:00:00+0300,2021,6,1,14,summer,0,0,Иностранные языки,Другие,0,1,1990,11,46,13,8
1663091,Нейроурок Руки и корпус,https://duet-solno.timepad.ru/event/1663091/,2021-06-01T11:00:00+0300,2021,6,1,8,summer,0,0,Красота и здоровье,Другие,300,0,2194,11,15,11,9
1663390,САП сафари Серебряный Бор (Пляж Улетай-Бездонное озеро),https://big-vision.timepad.ru/event/1663390/,2021-06-01T15:30:00+0300,2021,6,1,12,summer,0,0,Спорт,Санкт-Петербург,750,0,11482,60,33,61,49
1663486,Запись мастер - сессии Оксаны Пановой об ипотеке,https://m2yv-ru-videokanal-o-nedv.timepad.ru/event/1663486/,2021-05-31T11:00:00+0300,2021,5,0,8,spring,0,0,Бизнес,Другие,0,1,4424,27,25,29,19
1663582,Запись мастер-концентрата по налогообложению при сделках с недвижимостью от Татьяны Макуровой,https://m2yv-ru-videokanal-o-nedv.timepad.ru/event/1663582/,2021-05-31T12:00:00+0300,2021,5,0,9,spring,0,0,Бизнес,Москва,2800,0,6456,20,69,19,16
1663652,Квест «Коротко о себе»,https://timepad.ru/event/1663652/,2021-05-13T20:00:00+0300,2021,5,3,17,spring,0,0,Хобби и творчество,Екатеринбург,0,1,1551,27,34,31,18
1663720,Интерактивный квиз «Мир детства»,https://vorobievygory-events.timepad.ru/event/1663720/,2021-06-01T16:00:00+0300,2021,6,1,13,summer,0,0,Для детей,Казань,0,1,2947,27,29,29,19
1663816,Выставка авторских гобеленов Андрея Мадекина.,https://osobnyak-kuptsa-v-d-nosov.timepad.ru/event/1663816/,2021-06-01T11:00:00+0300,2021,6,1,8,summer,0,0,Выставки,Другие,150,0,9124,64,42,50,44
1664291,Выставка «Девять муз. Возвращение памяти»,https://kulturnyy-tsentr-novyy-ak.timepad.ru/event/1664291/,2021-06-05T16:00:00+0300,2021,6,5,13,summer,1,0,Выставки,Другие,200,0,17748,104,79,102,86
1664292,Выставка «Девять муз. Возвращение памяти»,https://kulturnyy-tsentr-novyy-ak.timepad.ru/event/1664292/,2021-06-06T16:00:00+0300,2021,6,6,13,summer,1,0,Выставки,Другие,200,0,14072,143,34,109,91
1664293,Выставка «Девять муз. Возвращение памяти»,https://kulturnyy-tsentr-novyy-ak.timepad.ru/event/1664293/,2021-06-14T16:00:00+0300,2021,6,0,13,summer,0,0,Выставки,Омск,200,0,11548,75,48,66,58
1664294,Выставка «Девять муз. Возвращение памяти»,https://kulturnyy-tsentr-novyy-ak.timepad.ru/event/1664294/,2021-06-12T16:00:00+0300,2021,6,5,13,summer,1,1,Выставки,Санкт-Петербург,200,0,30028,146,71,104,95
1664295,Выставка «Девять муз. Возвращение памяти»,https://kulturnyy-tsentr-novyy-ak.timepad.ru/event/1664295/,2021-06-13T16:00:00+0300,2021,6,6,13,summer,1,0,Выставки,Екатеринбург,150,0,13881,128,54,97,86
1664296,Выставка «Девять муз. Возвращение памяти»,https://kulturnyy-tsentr-novyy-ak.timepad.ru/event/1664296/,2021-06-19T16:00:00+0300,2021,6,5,13,summer,1,0,Выставки,Екатеринбург,150,0,29820,180,60,125,113
1664297,Выставка «Девять муз. Возвращение памяти»,https://kulturnyy-tsentr-novyy-ak.timepad.ru/event/1664297/,2021-06-20T16:00:00+0300,2021,6,6,13,summer,1,0,Выставки,Москва,300,0,36680,173,101,164,146
1664298,Выставка «Девять муз. Возвращение памяти»,https://kulturnyy-tsentr-novyy-ak.timepad.ru/event/1664298/,2021-07-03T15:00:00+0300,2021,7,5,12,summer,1,0,Выставки,Екатеринбург,0,1,23984,160,77,179,131
1664977,Прытко пишущее перо,https://biblioteka-kit-event.timepad.ru/event/1664977/,2021-05-21T10:53:00+0300,2021,5,4,7,spring,0,0,Искусство и культура,Другие,300,0,8440,68,28,57,50
1666039,"Видеозапись конференции ""Продвижение юриста в СМИ""",https://legalconf.timepad.ru/event/1666039/,2021-06-02T07:30:00+0300,2021,6,2,4,summer,0,0,Бизнес,Другие,1500,0,4654,16,23,13,12
1666163,"Как найти идею продукта, которая вас ""зажигает""",https://sysanschool.timepad.ru/event/1666163/,2021-06-09T19:00:00+0300,2021,6,2,16,summer,0,0,Бизнес,Другие,0,1,2566,22,40,28,19
1666230,Новые требования пожарной безопасности. Как учесть все важное.,https://zhurihinru.timepad.ru/event/1666230/,2021-06-02T10:30:00+0300,2021,6,2,7,summer,0,0,Другие события,Санкт-Петербург,500,0,3343,30,10,25,20
1666465,Выставка репродукций картин «Ван Гог – тайны гения и безумца»,https://galereya-vekarta.timepad.ru/event/1666465/,2021-05-15T10:30:00+0300,2021,5,5,7,spring,1,0,Выставки,Екатеринбург,200,0,28372,154,57,143,118
1666716,"Выставка репродукций картин ""Эдвард Мунк. Крик искусства""",https://art-ekspo-events.timepad.ru/event/1666716/,2021-05-01T10:37:00+0300,2021,5,5,7,spring,1,1,Выставки,Москва,0,1,50593,223,40,271,172
1667257,Зачем риэлтору продавать новостройки,https://i---deal.timepad.ru/event/1667257/,2021-06-03T11:00:00+0300,2021,6,3,8,summer,0,0,Бизнес,Санкт-Петербург,2650,0,5144,25,39,21,19
1668183,Счастья нет,https://dk-rassvet.timepad.ru/event/1668183/,2021-06-20T20:00:00+0300,2021,6,6,17,summer,1,0,Концерты,Казань,0,1,25465,171,28,199,134
1668555,Алсу Амирова | экскурсия по работам паблик-арт программы «Сказки о золотых яблоках»,https://pablika-art-programma-ska.timepad.ru/event/1668555/,2021-06-06T15:00:00+0300,2021,6,6,12,summer,1,0,Экскурсии и путешествия,Москва,1100,0,6124,36,16,31,25
1668557,Мастер-класс: оценивание с учетом планируемых образовательных результатов,https://blendedlearning.timepad.ru/event/1668557/,2021-06-07T16:00:00+0300,2021,6,0,13,summer,0,0,Образование за рубежом,Москва,0,1,4389,28,51,31,18
1668565,Орнитологическая прогулка по Калиновскому лесопарку,https://birdwatching-ekb.timepad.ru/event/1668565/,2021-06-06T07:00:00+0300,2021,6,6,4,summer,1,0,Экскурсии и путешествия,Другие,650,0,3019,11,23,11,10
1668567,Орнитологическая прогулка по парку 7 ключей,https://birdwatching-ekb.timepad.ru/event/1668567/,2021-06-05T07:00:00+0300,2021,6,5,4,summer,1,0,Экскурсии и путешествия,Санкт-Петербург,1100,0,6771,23,18,21,19
1668571,Орнитологическая прогулка по Юго-Западному лесопарку,https://birdwatching-ekb.timepad.ru/event/1668571/,2021-06-05T07:00:00+0300,2021,6,5,4,summer,1,0,Экскурсии и путешествия,Санкт-Петербург,1250,0,5227,31,7,23,21
1668576,Практика арабского языка онлайн (Премиум),https://job-for-arabists.timepad.ru/event/1668576/,2021-06-06T18:00:00+0300,2021,6,6,15,summer,1,0,Иностранные языки,Москва,850,0,4193,27,25,24,21
1668596,Double III Sale! Онлайн-лекции о бизнесе в дизайне интерьеров.,https://archdialog-online.timepad.ru/event/1668596/,2021-06-05T10:00:00+0300,2021,6,5,7,summer,1,0,Бизнес,Екатеринбург,2450,0,5214,35,40,29,25
1668601,"Спектакль ""Омлет с сахаром"" (6+)               гастроли в Крыму.",https://piligrims-theatre.timepad.ru/event/1668601/,2021-07-04T19:00:00+0300,2021,7,6,16,summer,1,0,Театры,Санкт-Петербург,800,0,16224,109,55,104,82
1668605,"Передвижная выставка участников арт-клуба ""Алая роза""",https://art-klub-alayaroza.timepad.ru/event/1668605/,2021-06-05T13:00:00+0300,2021,6,5,10,summer,1,0,Выставки,Казань,0,1,17726,115,53,143,99
1668912,"Stand Up ""Открытый микрофон"" в баре ""Nebar"", Литейный проспект, 57",https://stand-up-club-2.timepad.ru/event/1668912/,2021-06-06T20:00:00+0300,2021,6,6,17,summer,1,0,Вечеринки,Новосибирск,550,0,10934,65,13,46,41
1668915,"Семинар по маркировке, онлайн кассы и электронный документооборот",https://ip-vikulina-yuliya-sergee.timepad.ru/event/1668915/,2021-06-08T10:09:00+0300,2021,6,1,7,summer,0,0,Бизнес,Москва,3250,0,8184,28,22,26,22
1668921,Орнитологическая воскресная прогулка в парке Маяковского,https://birdwatching-ekb.timepad.ru/event/1668921/,2021-06-06T07:00:00+0300,2021,6,6,4,summer,1,0,Экскурсии и путешествия,Другие,650,0,2486,13,10,12,10
1668951,Открытая встреча с Ярославом Красновым,https://litsey-im-sn-nyberg.timepad.ru/event/1668951/,2021-06-07T18:00:00+0300,2021,6,0,15,summer,0,0,Другие события,Москва,600,0,6041,33,17,29,24
1668966,DIGITAL NETWORKING 2021,https://ProResourse.timepad.ru/event/1668966/,2021-06-06T15:00:00+0300,2021,6,6,12,summer,1,0,Бизнес,Казань,2600,0,6039,26,22,28,23
1668974,"Игра №1 (7.06) Первая лига, Весна 2021. ""60 СЕКУНД. СПб""",https://spb-event.timepad.ru/event/1668974/,2021-06-07T19:30:00+0300,2021,6,0,16,summer,0,0,Интеллектуальные игры,Москва,0,1,4251,37,55,40,29
1669011,"Творческий мастер-класс для детей ""Маски в стиле Пикассо""",https://thirdplace.timepad.ru/event/1669011/,2021-06-06T12:30:00+0300,2021,6,6,9,summer,1,0,Для детей,Екатеринбург,0,1,5291,28,45,30,22
1669057,«Приключения голландской плитки XVIII века из собрания Эрмитажа в Королевстве Нидерланды XXI века»,https://ostrov-sviyazhsk.timepad.ru/event/1669057/,2021-06-06T13:00:00+0300,2021,6,6,10,summer,1,0,Выставки,Москва,400,0,38225,168,56,147,121
1669070,Stand Up открытый микрофон в баре «Al Capone»,https://stand-up-station.timepad.ru/event/1669070/,2021-06-06T20:30:00+0300,2021,6,6,17,summer,1,0,Концерты,Другие,950,0,11533,137,58,109,88
1669094,Каскад 4.0. Набор 2021/2022 г,https://kaskadproject.timepad.ru/event/1669094/,2021-06-06T10:28:00+0300,2021,6,6,7,summer,1,0,Искусство и культура,Санкт-Петербург,500,0,19051,64,36,63,55
1669122,"Прямой эфир «Как музыка, звуки и голос влияют на продажи»",https://nestandartru.timepad.ru/event/1669122/,2021-06-04T17:00:00+0300,2021,6,4,14,summer,0,0,Бизнес,Омск,1950,0,7679,31,30,26,23
1669123,Разговорная практика арабского языка онлайн (Лайт),https://job-for-arabists.timepad.ru/event/1669123/,2021-06-04T18:00:00+0300,2021,6,4,15,summer,0,0,Иностранные языки,Москва,0,1,5749,24,11,25,19
1669126,"Школа Сказочников. Виртуальный урок ""Востребованность""",https://shkola-skazochnikov.timepad.ru/event/1669126/,2021-06-07T19:00:00+0300,2021,6,0,16,summer,0,0,Для детей,Москва,800,0,4639,25,9,24,20
1669134,ОНЛАЙН мастер-класс по рисованию солью,https://svr.timepad.ru/event/1669134/,2021-06-07T11:00:00+0300,2021,6,0,8,summer,0,0,ИТ и интернет,Санкт-Петербург,0,1,7849,38,39,38,24
1669180,Летний кинотеатр,https://babkapark.timepad.ru/event/1669180/,2021-06-04T19:00:00+0300,2021,6,4,16,summer,0,0,Кино,Екатеринбург,200,0,6159,43,46,36,33
1669262,Летний кинотеатр,https://babkapark.timepad.ru/event/1669262/,2021-06-05T19:00:00+0300,2021,6,5,16,summer,1,0,Кино,Казань,350,0,9044,50,22,52,42
1669271,Летний кинотеатр,https://babkapark.timepad.ru/event/1669271/,2021-06-06T20:00:00+0300,2021,6,6,17,summer,1,0,Кино,Другие,0,1,8405,61,21,64,39
1669371,"ОНЛАЙН встреча ""Самомассаж""",https://svr.timepad.ru/event/1669371/,2021-06-08T10:00:00+0300,2021,6,1,7,summer,0,0,ИТ и интернет,Другие,0,1,4563,25,24,28,16
1669396,Выставка детских рисунков «Миры мастера Эрьзи. Баку»,https://erzia-fond.timepad.ru/event/1669396/,2021-06-01T10:15:00+0300,2021,6,1,7,summer,0,0,Искусство и культура,Другие,250,0,8817,34,46,25,23
1669420,Разноцветный джаз в Особняке Носова,https://osobnyak-kuptsa-v-d-nosov.timepad.ru/event/1669420/,2021-06-06T15:00:00+0300,2021,6,6,12,summer,1,0,Концерты,Москва,1850,0,43673,291,54,232,192
1669501,"Живой (оффлайн) тренинг  ""Добавь себе уверенности""",https://lukin-denis.timepad.ru/event/1669501/,2021-06-05T15:00:00+0300,2021,6,5,12,summer,1,0,Психология и самопознание,Другие,700,0,2461,22,34,17,16
1669514,Зовем в гости на WWDC,https://event-profsoft.timepad.ru/event/1669514/,2021-06-07T20:00:00+0300,2021,6,0,17,summer,0,0,ИТ и интернет,Екатеринбург,0,1,6727,52,23,48,34
1669516,Вечерний Stand-Up!,https://subfield-bar.timepad.ru/event/1669516/,2021-06-04T20:00:00+0300,2021,6,4,17,summer,0,0,Концерты,Новосибирск,850,0,17463,131,34,118,107
1669526,Готовность российских страховщиков к применению ESG-подходов,https://esg-media.timepad.ru/event/1669526/,2021-06-08T11:00:00+0300,2021,6,1,8,summer,0,0,Бизнес,Другие,2200,0,2156,14,20,13,11
1669527,Энтропия молекулярного котангенса(Съемка),https://standupclub1.timepad.ru/event/1669527/,2021-06-07T18:30:00+0300,2021,6,0,15,summer,0,0,Другие развлечения,Омск,0,1,5292,36,8,34,25
1669943,"Мастер-класс ""Практические хитрости в вызывании звуков у молчунов""",https://centre-katenok.timepad.ru/event/1669943/,2021-06-05T15:00:00+0300,2021,6,5,12,summer,1,0,Другие события,Другие,0,1,5951,46,8,44,33
1670105,"""Москва, я думал о тебе! Пушкинские места столицы""",https://kulture-centr-mitino.timepad.ru/event/1670105/,2021-06-06T10:23:00+0300,2021,6,6,7,summer,1,0,Выставки,Другие,250,0,19770,73,36,66,59
1670109,"""ИЛЛЮЗИИ""",https://centr-novaya-drama.timepad.ru/event/1670109/,2021-05-13T19:00:00+0300,2021,5,3,16,spring,0,0,Театры,Москва,950,0,26028,118,67,115,102
1670111,"""Жизнь удалась""",https://centr-novaya-drama.timepad.ru/event/1670111/,2021-05-19T19:00:00+0300,2021,5,2,16,spring,0,0,Театры,Другие,650,0,7695,55,79,52,42
1670114,"""Человек из Подольска""",https://centr-novaya-drama.timepad.ru/event/1670114/,2021-05-20T19:00:00+0300,2021,5,3,16,spring,0,0,Театры,Казань,800,0,17475,97,48,85,75
1670143,Вечерний Stand-Up!,https://subfield-bar.timepad.ru/event/1670143/,2021-06-05T20:00:00+0300,2021,6,5,17,summer,1,0,Концерты,Другие,800,0,18140,147,50,109,93
1670145,"Видеозапись экскурсии ""О чем расскажут ирисы храма Мейдзи""",https://fat.timepad.ru/event/1670145/,2021-06-01T00:00:00+0300,2021,5,0,21,summer,0,0,Экскурсии и путешествия,Другие,600,0,2286,18,19,13,12
